exp_name,task_type,hashed_id,feedback
expv0,training,b9d3dceebe1c4fd1f649004aa37859ef,No strategy.
expv0,training,f576e1838d85d09da2568600f53f8df0,"There were no technical issues. For strategy, I tried to look for numerical patterns in the examples, and whether they would increase or decrease by rows or columns evenly, like 1-2-3 or 2-4-6, etc."
expv0,training,b0b57f34f75c4b922e70f7e4a0b4ab94,I just looked for patterns in the original outputs.  I thought the puzzles were fairly simple.
expv0,training,2780ccc98ed0d1462225fa8fc5409508,none
expv0,training,9a0d9fcb2f0772dd8ac4d42605f1d866,"there's no real strategy involved. i just looked at the design of the things. all of my errors were simple transcription goofs that i quickly got around by remembering that the button existed to just copy from the original sample—except for that one early one that just baffled me. i didn't understand what it was doing at all. i will say that your presentation here is a mess. the divs that contain your tiles, both in the examples to the left and the main board, are about 10-20 pixels too narrow, which causes any tiles over maybe 9 to wrap around to the next layer, creating a nightmare. i don't know how i managed to figure out the first puzzle before i realized i could just go in and edit the divs on my browser display so i could see the examples properly."
expv0,training,2d4e2e1c38a24e0efedc2104ac079efc,decent hit. i messed up one but only attempted it twice but it said i had failed 3 times.
expv0,training,08dc09ff57efd2db781f522e15225939,"Thanks for an interesting experiment! I enjoyed figuring out the patterns in the examples and then replicating it for each task. My strategy was simply to see what each example had in common - in particular, what was unique in how the squares were presented from input to output- and that's how I made decisions in each round."
expv0,training,0d8a3dc2d054aa91e655dd79de243fd7,"I was better at solving than explaining my solutions. also, on 3 trials, I didn't get a 1st attempt because the editing tool box wasn't showing - instead there was a box asking for the solution [???]. When solving, I relied more on intuition -- my first guess after scanning the examples was usually correct or close. I made a couple silly errors just based on lack of attention to detail, but found my mistakes."
expv0,training,916251189d43363bfb58a1ea26f302ee,Thanks - this was a different and fun hit!
expv0,training,3ffa84ee2470b02c06148ebf4edbe973,No particular strategies.
expv0,training,138775276f3b323a714dd97defafaaec,This was a lot of fun. Just tried to closely examine the patterns and repeat properly. One was tricky. Sorry for my two careless mistakes! Lots of surveys today and my hands and brain are tired! 
expv0,training,627649179882e0b0ec32bd350ca2024a,"It was fun. No specific strategy, just looked at each problem and tried to see a solution that made sense."
expv0,training,8b9717aac8bb61039ed58c387e4fa250,I really enjoyed this! I just followed the examples in the sample grids and used them for the main grids.
expv0,training,87563262df7b34f3c5962f9020fcc0bb,very fun task i would definitely do it again
expv0,training,548447017f10dfcdb83e4d3b13daf553,I solve these problems by assuming a pattern that the output results apply to the input. If the patterns that I assume is incorrect then I would either modify that original assumption or find a new pattern altogether.
expv0,training,5a3f3824dd4e1b0ec4df317c010a9343,I didn't have any real strategies.  I just looked at the examples.  The patterns were pretty obvious.  I just went with the one change that was made to all the examples.  
expv0,training,af9bf0ddc3abdff8b566e97216d41dd6,I just studied the example inputs and outputs until I spotted a plausible transformation. I'm not sure I can explain my strategy and more specifically.
expv0,training,eba2a92544ddf47684572e689664bec9,I just looked for patterns as best I could using logic.
expv0,training,9c5561e0b4a04965e9827c50d369bfb8,"I looked for patters in the blocks and duplicated them in the puzzle, I believe only one puzzle this did not work well. mostly just looked from similarities in the output from the input"
expv0,training,9baa5e1962089a1d5e352dfda5c6d07c,I enjoyed the HIT. To solve the problems I looked for consistencies between the examples. This particular HIT seemed fairly easy overall with remembering gray was a color and not just a place marker being the main glitch for me. Thanks for the opportunity!
expv0,training,3a51fb2241834d80cd557f6649157744,"Fun and interesting. I can't really describe my strategy, I just go with my intuition. Thank you for the opportunity to explore and contribute to your research."
expv0,training,7bf2de15d2719f7807d751b52df3dbbf,"Those were a lot of fun. I would just look at the test outputs and figure out the patterns across all of them. I wish we could get the solutions for any that we missed. I love learning how to correct my mistakes or how to look at a problem differently. I hope you do more of these, I really like them. Have a Happy New Year!!!"
expv0,training,499fe86be021ad18e2fd5bbe9ddcb03b,That was fun and different.  I just looked for the patterns in the three samples and matched them.
expv0,training,4d31c1c155d542349c96c4499d715527,
expv0,training,f4ab1e6fed6e484ab6825cd85fb381a7,
expv0,training,c4d476d58119fdac1ed7f099e9e1715f,
expv0,training,86b3b5fd9aa509d831edc0c2e9ac8c7d,
expv0,training,60961232d00d04a020d7581a31a45ae9,The last one was very hard.  Couldn't figure it out. 
expv0,training,1a3e36c59bdf2307e4133574eb601345,"I feel one of the first few sets given to me I did correctly, but it gave me a wrong grading 3 times. It was the 10x10 with all colored lines stopping once touching another line."
expv0,training,5d83a52178e710721682244db8e23eb6,"thanks, was interesting. would like to do some more in the future if possible, thanks."
expv0,training,2c730cf378fa751e079a8582beab9ad7,I enjoyed the task. 
expv0,training,6874f0f5ef455246df0a136923086497,
expv0,training,957bd644dcde15382d5583824ed3f587,"this was WAY too difficult, it really made no sense to me and i just guessed everything"
expv0,training,a2c073e4409210c5b6b79573b6ceedd4,Option to go back and re-do my explanation for the next person would be nice. There were a few where I realized I didn't give enough detail like grid size but I couldn't fix it.
expv0,training,2e7d5ca3f138d5b3a952654f0b3e405c,
expv0,training,97da5a6d4139e31e47e05fbc5f7f799c,That last question seemed pretty unfair. No other comments.
expv0,training,f19b058ef0092b8ff31f580c73e9dc51,
expv0,training,e4aad3d62e31d9a813bdab777f2ce7db,
expv0,training,e4aad3d62e31d9a813bdab777f2ce7db,
expv0,training,a404e9216c9c854585bb2547aadea12b,
expv0,training,2204a682efe5fa9182c972e992355d99,"I did horrible. The task was not difficult to perform I just couldn't figure out the patterns well at all. I did my best, though. I had fun and found it to be interesting and enjoyable. Thank you."
expv0,training,8535b691c896c6d2b410e7ab8529853a,
expv0,training,0017a2904e34497d578228a0912f2367,
expv0,training,a0f38b9a45451557246895e3d404e584,This was challenging but not so hard I couldn't do it.  I enjoyed this over doing yet another survey.
expv0,training,5106f81a3451091e5b4732254e974268,Well done.
expv0,training,b4d97dd14bcb2d4d0d05bd04928a7e2b,
expv0,training,ac8d7e981b3e6bdefa2b1fe14203fb19,
expv0,training,ac8d7e981b3e6bdefa2b1fe14203fb19,
expv0,training,5ceaf89932280233189336e8c517ef9b,
expv0,training,cdd7fc001b6eb6ca21ecf54491a00293,this one is hard i tired but i didnt get it 
expv0,training,ea1172b7221bde42e6a5235374647630,
expv0,training,ca10f9fa3b6c0be47a8f8df216bec019,
expv0,training,2f3c34f6804cc1410db866e589d5c3dc,
expv0,training,8ff70fb78af32b21b5fe3f647ebc9bcc,It was really hard this early in the morning but it was fun trying to get the pattern
expv0,training,11bb9f0ba0c2cec8b1ea5629e4107d20,
expv0,training,11bb9f0ba0c2cec8b1ea5629e4107d20,
expv0,training,0cbcacbe2f68c0e91762f7af0758776d,"Oh my gosh, that was so hard. :(  At least I figured out out some of them. I was worried that I wouldn't get any of them. But for the amount of thinking and stress it should have been $10.00. :o"
expv0,training,34f7e4efcb37ae73f626d6a331b50cc1,
expv0,training,4affd3ef9a848d16093358ca301886e6,I don't see how my answer in puzzle 10 could have been wrong
expv0,training,8a6618e02b27c51ec7af66e0482f9598,
expv0,training,8a6618e02b27c51ec7af66e0482f9598,
expv0,training,f8fe319ac43f53ff18a4b8de15988d23,
expv0,training,89a92ffbd376420cf0facae4d963fe7b,"This task was a ton of fun, but it was really challenging at times. I was able to come up with solutions for most of the puzzles, but the last one was really difficult. I tried really hard to figure it out, but for some reason I just couldn't determine what the pattern was supposed to be. "
expv1,training,ad19c6b7b9c74e4aa50f3994ef295fe0,"This was really fun, I would love to do more. I was very confused by task #1 and task #3 and I wish I would have seen the correct answer to see what I did wrong. Other than that, I was able to complete the rest of the tasks just fine. Thank you for the opportunity and good luck on your research!"
expv1,training,dd5a847778be2594fe617eb1965fe9e3,This was fun!!
expv1,training,e6f7e9fc0c780921eb4b746e269ab07b,"The patterns were pretty easy to recognize in most of the problems.  In the ones that weren't immediately evident, I broke down the grid into smaller grids to see if the pattern was visible.  The hit would be a little better if you could zoom in and out on each problem set as scrolling left and right to see all of the grids was cumbersome."
expv1,training,dda10b01506628ed6b3e938cff424852,"Some of the patterns took some close attention to the example to figure out the pattern, I just tried different things until I saw the what the pattern was. It became easier the more I looked at each example closely on the difficult ones."
expv1,training,711d0c02b8e764941f0b4e87d382f5d2,Most were easy but some were difficult. I searched for the same patterns in the examples. Explaining some of them was difficult so I ended up making lenghty explanations.
expv1,training,edc7850dd3c0836d716b05ecde40f5f0,"I ran into an issue in one of the problems. I needed a 21x21 grid. When I selected 21, it gave me 22. I opened the inspector and saw that the dropdown was set to value ""22"" for 21. I changed it to 21 so it would set the grid to 21. Hope that's okay. My strategy was to find the one rule that was true for all of the examples. I assumed it was always something simple, even if some of them were intimating at first."
expv1,training,db27f4b54b8fbcd5752d8966824c433d,"It was hard to try and figure out what you were looking for, but it was fun and different to do."
expv1,training,a9fd2523f8aab42fab3d623ac7895165,"i looked at the examples and tried to see the patterns, i think there was only 1 that i could not figure out correctly"
expv1,training,b4f96eb3850ee67c5cba210360d783df,This task was really hard to do. The tutorial should include more examples on how to solve
expv1,training,12f27871246e06146bb8d78afb44162e,"I was confused by output with entirely gray rows, those did not show dividing lines between squares, did not know how to replicate that.  Some problems seemed simple, others (like the final one) I simply had no idea. I generally moved from left to right and top to bottom in thinking about input/output relations."
expv1,training,c6c5e0e0c07e573cd63c7fad29928e10,
expv1,training,c6218d7320d50ae74968b85a7e831bda,IT IS VERY INTERESTING AND EASY ONE.
expv1,training,95ff15b5fe14938f30074abf710314b5,I didn't have a strategy. I felt one or two of them were tricks.
expv1,training,77aae5901ac6ecb247c0fc994a320f3d,"Honestly, most of these were pretty straightforward and easy. I felt like I was on the edge of being able to get the mirrored one at the beginning, but I was afraid that they would all be that level of difficulty, so I rushed it a little bit. I just tried to observe the patterns and take an educated guess. This HIT ended up being a surprising amount of fin. "
expv1,training,f7217d2a68babc06d246b9413cd9f08a,Just did what made logic sence. All that for a penny?
expv1,training,f076bb4cb6e46d77872910f2120690e4,"That was fun, especially the last problem.  Thanks!  There were no problems. "
expv1,training,1f21284a2220c54c041cbeed539a28f1,"I thought some of them were really easy and I could see the solution immediately. Others I thought were simple, but could not figure out the correct answer. I was really curious during this task to see the correct answers for some of them. My strategy was just to look at the outputs and compare them to the current problem."
expv1,training,5a53612936c46f1746ed9b2caec28307,I don't think I used any strategy besides simple logic to think through the patterns shown by the examples to reach a formula. I couldn't give detailed explanations because there wasn't enough time allotted for the task.
expv1,training,f47cfbec469a34ad28f1694052e266e8,The task took some thought. Some of the problems were easy and some took some took a while to figure out.
expv1,training,b117bbd6a0289c4519a404f9132a5ea4,I just tried to follow the examples and patterns as best as I could.
expv1,training,dc02d170c3a8f681c4e4879219abb7ca,"it was fun and super easy, it just was basically following the example pattern and replicating it. id love to do more like this but sadly its a one off it seems"
expv1,training,133920c4c4f59b0ccb1e2b2b9037fb4d,"I tried to study the examples given and come up with an answer, but I was not always successful."
expv1,training,d692f427dcd1a02b5b4faa2fd698291b,This was interesting I am sure there is a logical way to do this and being programmer I would love to do this programmatically. 
expv1,training,8d7c56529be9303b05e8788777d6c7cd,This was hard
expv1,training,da1b576b3e719bb309d7c2591a2fdded,"I didn't figure out the copy until too late. It was in the tutorial, but I thought its function was different."
expv1,training,e50624c58c0db044b7a82f65e89f295d,These were difficult in a few places. I used different strategies depending on the type of puzzle. Some just involved filling in and copying. Others involved deducing similarities and differences between the examples. Some of them took a few tries before I got it.
expv1,training,48994222818d3cd44733034d7fa60c67,I didn't really have any strategy other than to see the patterns.  It was easy on most.
expv1,training,c2a5313d1057d8a1683e090124b0c93b,The only thing that would of helped make thing faster is if the test output was auto set to the correct grid size. As far as solving i just used basic logic the could be inferred from the examples.
expv1,training,415a22ec2436001c46248d2a75bde2d2,"Some of the strategies that I used was focusing on the different shapes on the input and the different shapes on the output. I asked myself, what shapes are being copied over from the input to the output. Another strategy was looking for the relationship between the input grid size and the output grid size and think about how the grid size changed sizes and what caused the grid size to change (i.e., what shapes inside the input caused the output to change to a certain size).

Another strategy was to look for sequences. There seemed to be some sequences that tended to pop up dependent upon the colors presented in the input. I also focused on the colors that were being transferred over from the input to the output, and what colors were being ignored.

Finally, I tried to focus only on the sections of the input that seemed to make a difference for the output and ignore any areas of the input that had no impact on the output. In many of the examples, it seemed that there was a section of the input that determined the output and a section of the input that was ignored in determining the output. I tried to zero in on these sections. "
expv1,training,25c479b3a670f80770242190d6b0a1a8,I used the examples to come up with rules then checked it against all the examples before I submitted.
expv1,training,e6210f1ee7117b9150301badf4abb2b5,"I found this very enjoyable. I looked at all the examples to try and see the similarity. At first I was tricked by the number of squares I would need in my output grid, but then I realized I needed to compare that portion to the examples also and not just match what the input had. I tried to find the pattern as best I could and copy it. I did have limited success using your fill-in tools but sometimes I would over-write myself or forget to change colors and that would cause more trouble than just selecting each square individually. "
expv1,training,7b1f4554bd5281b869e2275fc62f5736,"why not number the grid, seriously why make us count 30 tiny squares twice. serves no purpose"
expv1,training,0ee1bfab25305de4803f1080215642b4,"Fun and interesting, frustrating at times because i enjoy puzzles and didnt like missing out on the satisfaction of solving it. "
expv1,training,79c4bc130701b592b83f489ddb155ca2,"I mainly relied on figuring out the pattern, like a logic grid puzzle. I also relied on my eye for patterns, so sometimes the solution was more intuitive than deduced. I feel like I did work on a similar set of puzzles quite a long time ago. I hope this wasn't the same one -- the tutorial was not familiar to me."
expv1,training,c96ab975f03b1b06ee0ca7c5ace24f5a,
expv1,training,4c121794a4acd0b58c6f9101923a9543,THIS SERVEY IS GOOD
expv1,training,0325bcc6197384a736c8a6daf0871e63,"I looked pattern changed in the examples. I focused on colors, numbers of squares, and relative positions. Very interesting experiment, thanks."
expv1,training,37f84369d15c9cdc41b13b48b92a3e15,"That was fun! The one grid I absolutely couldn't figure out though. For the rest I simply looked for a pattern in the original and tried to follow it with the output after first matching the size of the output grid and copying the original colors. The last one was a bit difficult for me also, but it looked like copy the original down four times. I think an extra row needed to be added, too, so it took two tries."
expv1,training,47d4ec31a159ccf81b6a0926eb8c7fb9,"It was fun, I really enjoyed figuring out how the puzzles fit."
expv1,training,7c5a2b7aa2e0d2f7d2b8d75764a8077f,I really just tried to look at what was done and create some sort of mirror of that on my own.
expv1,training,d5e9343fbc2245690dff714c2986b3f2,Some of the examples and inputs aren't grids there are blank lines between grid rows. It's hard to tell anything on those.
expv1,training,5a2f015f138b57c89d21f179d9920da7,Consider adding a debounce function or visible loading indicator to the submit button as there's some unexpected lag between rounds that makes that button initially appear to be non-functional or finicky.
expv1,training,069b5bcb5260e313c6c0ca720699b803,"This was very difficult. Some felt impossible to describe. I talked out the steps as I complete them, then summarized what I remembered saying for the description."
expv1,training,fcb244a86ddc5371c7c368d001d8cb7a,it is interesting and nice task.
expv1,training,066ab036824d647d6164a0705f9eb311,I had to visualize what transformations I could make to get the correct output. For some of the images it was helpful to fill a field temporarily with a new color that wasn't part of the original or the output to be able to change the colors of shapes that didn't need to be resized or moved.
expv1,training,937450bbf4bbdb2cf59822b0d06a773f,"I didn't use any particular strategy, just did my best to figure out the pattern."
expv1,training,fcaec52804bd12d961cad270ff98c0f3,just tried to see patterns
expv1,training,14029d6d9faad3a8d5d66ebad48dcd8c,"It was kind of fun. Most of it was just logical, I looked for the the pattern and just duplicated. I was only stumped on #7, wish I could try that one again."
expv1,training,25184258e23814286057d7f171261b1a,I love finding patterns. Examples were really helpful tips in this task. Loved the HIT and compensation. Thank You !
expv1,training,99820d664927a31792470aa731ee2fa5,
expv1,training,808d828037e92415806c19d6a0261778,EXCELLENT
expv1,training,808d828037e92415806c19d6a0261778,EXCELLENT
expv1,training,55acab6561e513481ecd71a9e0b9fd3a,"To me, the solutions were derived using just simple pattern recognition. The patterns weren't difficult to deduce."
expv1,training,104e63de43442ce89c5839f8712b6583,"From what I see, the only money that is rewarded is the original $0.01 plus only a possible $1 bonus?  Is that right?  This took over 45 minutes.  Either the pay is horrible or you should put the pay in the description.  $0.01 would be a crime."
expv1,training,83fa2a897e84d2828c500bb340f92f8d,"Most of it was just figuring out the pattern of what the input was. The only one that really gave me trouble was the one with the yellow bars going up; I couldn't figure the rule for that. Others were about orientating the blocks in the right direction, or condensing the block in one of the trials. The examples were mostly helpful at figuring out how things were supposed to go."
expv1,training,c0841ccd8b2c5b64b36888e79697cb1a,I just studied the patterns and tried to replicate them
expv1,training,fc778fd62d0345dcab08c8a5b1e2e41b,"Didn't really have any strategies, just looked and solved. All of them were pretty simple, except the first one which I still don't know how the grid size was determined, but I didn't spend that much time trying to figure it out."
expv1,training,6e8b87dd3f3994881c74e6b51ba3776d,I tried to find a pattern but some were really hard to do. I believe two I was unable to complete as I just could not find out what the rule was. I wish that after 3 tries if we failed we were shown the rule.
expv1,training,2b51f7c49cad5753db361b45f3060e2b,I just looked at the pictures and tried to figure out what they had in common. 
expv1,training,dd0924ce10d6d0ea702335d1ddce2e4b,I tried to use the examples.
expv1,training,c7f8f6ce9884ce3a74d12a7a31f6ec6e,Some of the examples and grids weren't complete blocks and I couldn't replicate that which I think was an error because I was able to do one of the ones that looked weird.  I'm using firefox which I think should be fine. It only happened on 3 puzzles but it was very weird looking it was like missing rows which I figured out I should eventually ignore.
expv1,training,9bdc44f39ffaca394834f2ca247e4679,I tried to observe and figure out the pattern then replicate it.
expv1,training,1ff91660afa988cc3dea74b222a1b9a9,"I just looked at the input, figured out the pattern and copied it."
expv1,training,f4fd2cd945694257d37ccb56521675e2,"I tried to look for patterns in the input, but several answers required the examples in order to learn the strategy "
expv1,training,222e793daa759b482733882d0a63382f,I looked for patterns. Most were easy to figure out. 
expv1,training,a1726e860b2b9ee81c63be858359d19e,I liked the copy grid feature. That others were less useful. I did not need them since I as not altering too many squares.
expv1,training,59e24a2423fa600bc7084a26363a4bf9,"I'm sorry, but I can't put into words how much I hated this task. I really wish I could see the solutions to see where I went wrong. I got nearly all of them wrong on nearly every attempt, so this took forever."
expv1,training,0727096a7fe1e756721b3b85b6e19e11,"This was very interesting and enjoyable. But complicated and difficult, too. For some of the problems, it was just obvious -- it was a matter of duplicating certain segments and color combos, and those were easy. Others had additional elements that I couldn't understand and those were the ones I got wrong. For me, it was either immediately obvious or beyond me and I couldn't figure it out. So the only strategies I was able to apply were to look for obvious patterns and see how those were replicated or revised in the new grid. It was more instinctual on my part than strategized, to be honest."
expv1,training,f5cadb9507cf607a1be966569482aa3a,The puzzles were fairly easy. I had a harder time thinking of how to word my descriptions
expv1,training,dd55f7f830586bcacfca0489ba65e224,"Some of these were tough to figure out, but it was a really fun task."
expv1,training,2f31ffc25dd0840a96fc600d5d985a1a,I typically tried to see if there was any easily identified pattern. if not I would try to formulate a rule for the first pair and then test it against the other pairs to see if it held up. Repeat this step until something holds true for all three and put that in the output. Worked all but once for me.
expv1,training,fadb0da4a3a77d385c0924bcf7a3db7c,I simply looked for similarities between each of the input examples.  Then I followed that pattern in order to complete my grids.
expv1,training,96272dec10d650fcc9002e47bc766a63,"I found this to be an interesting task, and I think I understood all of the patterns except for one of the grid tasks. That said, I wasn't really sure how to try to describe a lot of them. I didn't really have any strategy other than try to get an overview from the examples and just figure it out. The one I didn't understand was when the output was a single square of black or light blue. I couldn't figure out any pattern or explanation, so I wondered if it was random like I wrote down."
expv1,training,63abf018481b5ee48f4b2f85b36e7abc,"I tried to notice patterns in the examples in order to solve the test. A couple didn't make sense to me, but most had pretty easily recognized patterns."
expv1,training,396ef5237c25b235f3753aa5b55c3cb6,These were kind of more complicated than I initially expected. It was all about whether or not you could visualize the patterns. No issues with the interface.
expv1,training,e7c15a924938586444d8b0643c60f288,"This was actually incredibly fun, and I would gladly do a similar task if you offered it. I like doing this type of algorithmic work so maybe this was a bit too easy for me. I can't really say much more about strategies than I already did with each individual task. Most of the puzzles were immediately obvious, and it really took longer to type out the method I used than to actually draw the output, so that was actually kind of annoying. Other than that I enjoyed this HIT far more than expected. Thanks for fair pay as well."
expv1,training,aad2c72c4cd6813a84d879f68572cfb3,"Some of them were pretty easy and I was able to just look at the samples and figure them out right away.  For the most difficult ones, I tried to study the samples for patterns, usually by starting with the colors and then breaking the inputs down into sections."
expv1,training,736a8982ca05b0d998bdac92c7082541,Just tried carefully wording any patterns.  Bafled by the last two
expv1,training,ae76f1633f50b15667524d3762e457de,Most of it was just recognizing how the image changed in accordance to what was available to me. It wasnt especially hard to figure out as long as you know there is a rule to how it's done.
expv1,training,d9371b8b280cc7811af6185e3153771b,This was very challenging but enjoyable. I tried to find a pattern in the 3 examples given and then copy it to the output.
expv1,training,471b8c17133a5c0474e75a1a7ca38ae0,
expv1,training,90ed6db80869ea24464571176131d078,based on the examples I found that.
expv1,training,c3e7df97dcf4835ff92bff871e7e4a34,"My primary strategy was to examine the examples and try to spot the connections and differences in the example inputs and example outputs. Where I was uncertain of the exact rule, I'd try a response that seemed likely, to help narrow down the possible answer."
expv1,training,9ee1c7c7ec2090914eb1a4d914d515ba,"I am clueless on a few, what the pattern is. I just tried to use common sense, which obviously did not work for a couple of them."
expv1,training,a1ed73544bc9ce777ecbf84a402b407b,I just followed the patterns provided in the examples
expv1,training,f1b9ce4e8bbbd4cf7658000030063259,It was fun. I tried to think critically and find the pattern. Some were definitely harder than others. Really made me think at times. 
expv1,training,4498e7fd3e811b883afa98ece42455c1,"This took me way longer than 30 minutes. It took me 45 minutes. Anyway, I just glanced at the image and could usually figure out what to do, it just took a while to do it. Sometimes I would make a mistake the first time, but it was still in the spirit of the rule. "
expv1,training,838b8505eaf5143a9f6d15f0eda26b9f,I would have liked more examples as to how to organize the squares or what type of patterns I'm supposed to think of.
expv1,training,034ef526357510010f808ffd936adbaa,"Some of them felt more logical than others to me. It was really hard to remake the shapes on the one that moved and rotated. I was going through all these and trying to imagine in my mind the end result and think about what rule might apply to all the examples. I guess my strategy was mostly to visualize mentally, then think about rule, then try to recreate and move around/play with the options. I actually thought the first exercise was the most confusing because of the size expected for the output issue. Most of the others seemed to be more intuitive to me."
expv1,training,6baf6282bb55c43a816a2069ba0770dc,GOOD AND INTERESTING.
expv1,training,e97b01b2b6caf817135950e1e81d18b9,I mainly just looked at the solutions and tried to replicate them. I only couldn't figure out 1.
expv1,training,f659e49b6e0a3f73ca70a8dcda4a94cc,This was fun. Some rules were hard to describe. 
expv1,training,03a36ced2e0df61cb2f93ced068e83a1,"Everything was good, it was an interesting experiment"
expv1,training,2a9f88a280e5a494865b11e466663ff0,Thanks for the brain jelly!
expv1,training,996ac6fbd3e71faf28c16acd5df74b7a,I was just looking for the patterns I could see around the test input.
expv1,training,9d10627e92170e1adcc463f6dcfcb159,I just looked at the patterns for some kind of rule that was being followed.
expv1,training,ab95782d4e9410ef7f416a3137924b90,"I was zoomed out two far for the first few tasks, so it was harder then it should have been (the examples didn't look right- I thought it was part of the task that they had line gaps). Anyway, I tried to look for patterns across all examples and the results."
expv1,training,c2e51a8b64ca5c5c1efdac73db7bdfbc,"This was fun! I really enjoy puzzles like this. I first looked to see if there were any obvious patterns. If there wasn't, I tried to look for turns or expansions. There was only one puzzle I couldn't figure out the strategy for (or at least, I couldn't articulate it), but I still got it right. "
pilot,training,0954867f72ce85860194b72a05f5d048,It was an interesting experiment.
pilot,training,d4623ca1932570dd40a9bb214c0d5fc4,thank you for the study
pilot,training,e7991fb1319e21785e67a474d48dae84,"I looked for patterns in the different input/output examples that were provided, asking myself how the current input relates to the ones in the examples. It would have been helpful if the tutorial showed the various kinds of input/output that were to be expected. "
pilot,training,d23e0501e57a73a6f2a579f5b6312a78,I tried to think logically and find patterns among the input examples.
pilot,training,64d8f9a8fc1d270821b3803911f91ff0,"Only two of them were the most difficult, with the alternating green squares input being the worst, but it was interesting to try to figure it out. The demographic pages at the beginning were confusing in that the description text at the top made it seem like it was the end of the survey, which made me try a different browser and still got the same issue. Nonetheless, carrying forward I saw the main tasks were after that portion. Thank you for the opportunity!"
pilotv2,training,8668716ad0e431ad4d96ad428e3e7a43,I just tried to identify the pattern in the example and replicate it. I didn't get the hang of it until after the first one. I should have saved my attempts and I am pretty sure I would have got that one.
pilotv2,training,4d59d4f95ecb8b10e30151c05c5e3821,I studied the example inputs and outputs. The tasks were fairly easy though I got the first one incorrect. I should have studied the examples more. The study was interesting and engaging.
pilotv2,training,edc249195b1830f0687984974f63f55b,"This was a fun experiment. I would love to work on similar tasks. As far as strategy, I just looked at the samples and tried to figure out what the pattern was. I was able to see it right away on the first three. The 4th was a bit more tricky as I thought there was a way to figure out the grid size from how many layers there were, and I am sure there is, but my method was wrong. I just kept making the grid smaller then until I got it to look right. The 5th was easier, I just got a little hung up on the direction the red lines should go, but that became apparent after taking a closer look and thinking about it. Basically, I just tried to think about what rules could there be to make the output look like it did."
pilotv2,training,46d036350f4dbbeaef5e66f996fc47f9,"The strategy I used was trying to find a pattern, either in the colors or the numbers or both. This was an interesting experiment and I am disappointed with myself that I could not figure out some of the patterns."
pilotv2,training,13e2a887264c0b9f322626b5e12d2560,Very best experience for this task.
pilotv2,training,fd255fa58a7b6c1a608603fc593e02ce,"I've done some of these before a year or two ago. I learned to find the pattern and then recreate it. It originally looks so chaotic and unsolvable, but eventually the pattern becomes very obvious."
